transaction_id,timestamp,user_id,merchant_id,amount,product_category,payment_method,device_type,browser,country,ip_country_match,account_age_days,velocity_1h,prev_chargebacks,device_mismatch,address_mismatch,failed_attempts,is_fraud,hour,day_of_week,month
TXN100026,01-01-2023 04:18,USR4176,MERCH136,1931.68,Electronics,Wallet,Mobile,Chrome,India,TRUE,1777,1,0,FALSE,TRUE,2,0,4,Sunday,1
TXN100027,01-01-2023 04:18,USR7370,MERCH106,4238.3,Grocery,Credit Card,Desktop,Unknown,Nigeria,TRUE,246,1,0,FALSE,TRUE,0,0,4,Sunday,1
TXN100028,01-01-2023 04:31,USR8292,MERCH174,119.12,Grocery,Credit Card,Mobile,Chrome,Brazil,TRUE,1454,2,0,FALSE,FALSE,0,0,4,Sunday,1
TXN100029,01-01-2023 04:39,USR8782,MERCH212,1755.44,Electronics,Credit Card,Mobile,Chrome,China,FALSE,618,1,0,FALSE,TRUE,0,0,4,Sunday,1
TXN100030,01-01-2023 04:43,USR2089,MERCH176,2623.58,Grocery,Debit Card,Desktop,Firefox,Russia,TRUE,383,1,0,FALSE,FALSE,2,0,4,Sunday,1
TXN100031,01-01-2023 05:01,USR8461,MERCH203,705.72,Electronics,Debit Card,Mobile,Safari,Germany,TRUE,1259,3,0,FALSE,TRUE,0,0,5,Sunday,1
TXN100032,01-01-2023 05:37,USR8498,MERCH163,684.09,Electronics,Net Banking,Desktop,Edge,India,FALSE,1111,1,0,FALSE,FALSE,0,0,5,Sunday,1
TXN100033,01-01-2023 05:39,USR6214,MERCH252,224.48,Books,UPI,Desktop,Firefox,India,FALSE,880,1,0,FALSE,TRUE,2,0,5,Sunday,1
TXN100034,01-01-2023 05:59,USR4034,MERCH184,1816.28,Books,UPI,Desktop,Unknown,India,FALSE,1685,2,0,FALSE,FALSE,3,0,5,Sunday,1
TXN100035,01-01-2023 06:10,USR7734,MERCH146,75.21,Sports,Net Banking,Mobile,Chrome,USA,TRUE,1544,1,0,FALSE,FALSE,0,0,6,Sunday,1
TXN100036,01-01-2023 07:04,USR5901,MERCH165,50,Fashion,UPI,Mobile,Chrome,USA,FALSE,1725,2,0,FALSE,FALSE,0,0,7,Sunday,1
TXN100037,01-01-2023 07:05,USR3947,MERCH203,1139.94,Electronics,UPI,Desktop,Unknown,UK,TRUE,451,1,3,FALSE,FALSE,0,0,7,Sunday,1
TXN100038,01-01-2023 07:08,USR7303,MERCH261,282.18,Beauty,Wallet,Mobile,Unknown,India,TRUE,1530,5,0,FALSE,TRUE,0,0,7,Sunday,1
TXN100039,01-01-2023 07:16,USR2626,MERCH266,1008.51,Fashion,Debit Card,Mobile,Safari,India,TRUE,1539,1,0,FALSE,TRUE,1,0,7,Sunday,1
TXN100040,01-01-2023 07:25,USR6857,MERCH198,345.36,Electronics,UPI,Desktop,Safari,India,TRUE,1320,1,0,FALSE,FALSE,0,0,7,Sunday,1
TXN100041,01-01-2023 07:25,USR5457,MERCH148,335.19,Grocery,Debit Card,Desktop,Chrome,India,TRUE,83,6,3,TRUE,FALSE,0,1,7,Sunday,1
TXN100042,01-01-2023 07:57,USR9851,MERCH285,167.78,Electronics,UPI,Mobile,Firefox,Nigeria,TRUE,1941,2,0,FALSE,TRUE,0,0,7,Sunday,1
TXN100043,01-01-2023 08:04,USR8571,MERCH136,603.72,Sports,Credit Card,Desktop,Firefox,India,TRUE,808,1,0,TRUE,TRUE,4,0,8,Sunday,1
TXN100044,01-01-2023 08:05,USR9845,MERCH121,152.13,Fashion,UPI,Mobile,Chrome,Germany,TRUE,978,1,0,FALSE,TRUE,0,0,8,Sunday,1
TXN100045,01-01-2023 08:07,USR9916,MERCH296,2715.89,Beauty,Net Banking,Desktop,Chrome,India,TRUE,1847,2,0,FALSE,FALSE,0,0,8,Sunday,1
TXN100046,01-01-2023 08:13,USR2440,MERCH199,371,Fashion,Net Banking,Mobile,Chrome,USA,TRUE,146,1,2,FALSE,FALSE,0,0,8,Sunday,1
TXN100047,01-01-2023 08:31,USR5338,MERCH105,1879.8,Grocery,Debit Card,Mobile,Chrome,India,TRUE,718,1,0,FALSE,FALSE,0,0,8,Sunday,1
TXN100048,01-01-2023 08:39,USR2577,MERCH153,994.13,Grocery,Credit Card,Desktop,Chrome,UK,TRUE,592,1,1,FALSE,FALSE,2,0,8,Sunday,1
TXN100049,01-01-2023 08:48,USR3265,MERCH228,748.25,Electronics,UPI,Desktop,Chrome,India,FALSE,1428,1,0,FALSE,TRUE,0,0,8,Sunday,1
TXN100050,01-01-2023 09:03,USR5224,MERCH100,1365.66,Books,Wallet,Mobile,Chrome,UK,TRUE,110,2,0,FALSE,TRUE,0,0,9,Sunday,1
TXN100051,01-01-2023 09:13,USR6372,MERCH232,1593.15,Beauty,Net Banking,Desktop,Safari,UK,TRUE,1879,1,0,TRUE,FALSE,0,0,9,Sunday,1
TXN100052,01-01-2023 09:21,USR3684,MERCH100,647.71,Books,Wallet,Mobile,Chrome,USA,TRUE,292,1,1,FALSE,FALSE,0,0,9,Sunday,1
TXN100053,01-01-2023 09:29,USR8285,MERCH214,1248.31,Sports,Credit Card,Desktop,Edge,USA,TRUE,630,1,0,FALSE,FALSE,0,0,9,Sunday,1
TXN100054,01-01-2023 09:31,USR8738,MERCH155,148.49,Grocery,Wallet,Desktop,Firefox,India,TRUE,596,2,0,FALSE,FALSE,0,0,9,Sunday,1
TXN100055,01-01-2023 09:32,USR1580,MERCH200,3690.27,Books,UPI,Desktop,Firefox,Nigeria,TRUE,935,4,0,FALSE,FALSE,0,0,9,Sunday,1
TXN100056,01-01-2023 09:49,USR6924,MERCH264,551.29,Electronics,Net Banking,Mobile,Safari,UK,TRUE,85,1,0,FALSE,FALSE,0,0,9,Sunday,1
TXN100057,01-01-2023 09:54,USR1625,MERCH269,1672.22,Electronics,Debit Card,Mobile,Firefox,India,TRUE,102,1,0,TRUE,TRUE,0,0,9,Sunday,1
TXN100058,01-01-2023 09:58,USR9736,MERCH182,1614.57,Electronics,UPI,Mobile,Chrome,China,TRUE,24,1,2,FALSE,FALSE,2,1,9,Sunday,1
TXN100059,01-01-2023 09:59,USR8741,MERCH125,1348.94,Fashion,UPI,Mobile,Chrome,UK,TRUE,134,2,0,FALSE,FALSE,2,0,9,Sunday,1
TXN100060,01-01-2023 10:01,USR6535,MERCH121,544.86,Fashion,Debit Card,Mobile,Unknown,India,TRUE,1988,1,0,FALSE,FALSE,0,0,10,Sunday,1
TXN100061,01-01-2023 10:14,USR6537,MERCH153,583.75,Fashion,Credit Card,Mobile,Chrome,India,TRUE,224,4,0,FALSE,TRUE,1,0,10,Sunday,1
TXN100062,01-01-2023 10:25,USR1670,MERCH150,630,Sports,Credit Card,Desktop,Chrome,India,TRUE,1724,3,0,FALSE,FALSE,0,0,10,Sunday,1
TXN100063,01-01-2023 10:26,USR6277,MERCH140,969.58,Fashion,Credit Card,Mobile,Chrome,India,TRUE,1574,1,1,FALSE,FALSE,1,0,10,Sunday,1
TXN100064,01-01-2023 11:02,USR8044,MERCH217,483,Fashion,Net Banking,Desktop,Edge,India,TRUE,823,1,0,FALSE,FALSE,0,0,11,Sunday,1
TXN100065,01-01-2023 11:12,USR3671,MERCH168,936.78,Grocery,Debit Card,Mobile,Chrome,Germany,TRUE,1449,2,1,TRUE,FALSE,0,0,11,Sunday,1
TXN100066,01-01-2023 11:14,USR5350,MERCH167,1280.39,Electronics,Credit Card,Tablet,Safari,UK,FALSE,214,3,2,FALSE,TRUE,0,1,11,Sunday,1
TXN100067,01-01-2023 11:21,USR5838,MERCH254,1687.95,Sports,Credit Card,Tablet,Firefox,India,TRUE,1766,1,0,TRUE,FALSE,0,0,11,Sunday,1
TXN100068,01-01-2023 11:26,USR9753,MERCH220,85.69,Electronics,UPI,Mobile,Unknown,China,TRUE,492,1,0,FALSE,FALSE,0,0,11,Sunday,1
TXN100069,01-01-2023 11:34,USR2316,MERCH263,4495.35,Books,Debit Card,Tablet,Chrome,India,TRUE,881,3,0,FALSE,FALSE,0,0,11,Sunday,1
TXN100070,01-01-2023 11:48,USR9904,MERCH195,1475.34,Beauty,UPI,Desktop,Safari,UK,TRUE,370,1,0,FALSE,FALSE,0,0,11,Sunday,1
TXN100071,01-01-2023 11:48,USR9792,MERCH110,529.23,Electronics,Net Banking,Mobile,Unknown,USA,FALSE,1821,1,0,FALSE,FALSE,0,0,11,Sunday,1
TXN100072,01-01-2023 11:48,USR9730,MERCH130,1202.97,Electronics,Wallet,Tablet,Chrome,USA,TRUE,1228,2,1,FALSE,TRUE,3,1,11,Sunday,1
TXN100073,01-01-2023 11:56,USR7315,MERCH178,2679.63,Sports,UPI,Mobile,Chrome,UK,TRUE,1716,1,0,TRUE,FALSE,2,0,11,Sunday,1
TXN100074,01-01-2023 12:01,USR8240,MERCH234,1039.18,Beauty,Wallet,Mobile,Chrome,USA,TRUE,1331,1,0,FALSE,TRUE,0,0,12,Sunday,1
TXN100075,01-01-2023 12:05,USR9463,MERCH147,50,Beauty,UPI,Desktop,Safari,China,TRUE,1779,1,0,FALSE,FALSE,0,0,12,Sunday,1
TXN100076,01-01-2023 12:31,USR7029,MERCH292,653.54,Beauty,UPI,Mobile,Chrome,UK,TRUE,810,2,0,TRUE,FALSE,3,0,12,Sunday,1
TXN100077,01-01-2023 12:34,USR1409,MERCH123,59,Electronics,Credit Card,Mobile,Firefox,USA,TRUE,205,1,2,FALSE,FALSE,0,0,12,Sunday,1
TXN100078,01-01-2023 12:36,USR2661,MERCH291,200.26,Fashion,Credit Card,Tablet,Safari,Russia,TRUE,490,1,0,FALSE,FALSE,2,0,12,Sunday,1
TXN100079,01-01-2023 12:39,USR4698,MERCH228,828.98,Electronics,Credit Card,Tablet,Safari,Russia,TRUE,1722,1,0,FALSE,FALSE,0,0,12,Sunday,1
TXN100080,01-01-2023 13:26,USR2849,MERCH236,50,Sports,UPI,Desktop,Safari,Germany,FALSE,1677,1,0,FALSE,FALSE,0,0,13,Sunday,1
TXN100081,01-01-2023 13:33,USR4291,MERCH110,1648.32,Grocery,UPI,Mobile,Unknown,UK,FALSE,646,1,0,FALSE,FALSE,0,0,13,Sunday,1
TXN100082,01-01-2023 13:49,USR9610,MERCH278,268.44,Fashion,UPI,Tablet,Safari,India,TRUE,707,1,0,FALSE,TRUE,0,0,13,Sunday,1
TXN100083,01-01-2023 13:52,USR8557,MERCH300,340.04,Electronics,UPI,Mobile,Chrome,China,TRUE,522,1,0,FALSE,FALSE,2,0,13,Sunday,1
TXN100084,01-01-2023 14:20,USR2019,MERCH245,1100.53,Fashion,UPI,Tablet,Chrome,Nigeria,FALSE,458,1,0,FALSE,FALSE,0,0,14,Sunday,1
TXN100085,01-01-2023 14:40,USR8180,MERCH212,735.68,Fashion,Net Banking,Mobile,Firefox,China,TRUE,1404,2,2,FALSE,TRUE,0,0,14,Sunday,1
TXN100086,01-01-2023 14:44,USR5560,MERCH256,11278.2,Beauty,UPI,Desktop,Safari,India,TRUE,784,1,0,TRUE,FALSE,0,0,14,Sunday,1
TXN100087,01-01-2023 14:44,USR2322,MERCH108,874.06,Grocery,UPI,Desktop,Firefox,Brazil,TRUE,526,1,0,FALSE,TRUE,0,0,14,Sunday,1
TXN100088,01-01-2023 14:49,USR5895,MERCH262,685.59,Sports,Credit Card,Tablet,Unknown,Brazil,TRUE,1972,1,0,FALSE,FALSE,0,0,14,Sunday,1
TXN100089,01-01-2023 15:09,USR3756,MERCH117,924.26,Grocery,Net Banking,Desktop,Safari,USA,TRUE,1082,2,0,FALSE,FALSE,0,0,15,Sunday,1
TXN100090,01-01-2023 15:17,USR1359,MERCH169,305.46,Electronics,Credit Card,Desktop,Chrome,India,TRUE,1883,1,0,FALSE,FALSE,0,0,15,Sunday,1
TXN100091,01-01-2023 15:58,USR2658,MERCH162,4352.29,Beauty,UPI,Desktop,Unknown,UK,TRUE,1420,2,0,FALSE,FALSE,0,0,15,Sunday,1
TXN100092,01-01-2023 16:06,USR4944,MERCH226,1003.38,Beauty,Credit Card,Desktop,Safari,UK,TRUE,1224,2,0,TRUE,FALSE,0,0,16,Sunday,1
TXN100093,01-01-2023 16:14,USR5529,MERCH163,2471.71,Grocery,Debit Card,Desktop,Chrome,USA,FALSE,69,1,0,FALSE,FALSE,0,0,16,Sunday,1
TXN100094,01-01-2023 16:46,USR9813,MERCH287,2508.66,Beauty,UPI,Mobile,Safari,USA,TRUE,92,1,0,FALSE,FALSE,0,0,16,Sunday,1
TXN100095,01-01-2023 16:47,USR6073,MERCH297,303.98,Grocery,Net Banking,Desktop,Safari,India,FALSE,515,1,0,FALSE,FALSE,0,0,16,Sunday,1
TXN100096,01-01-2023 16:56,USR4470,MERCH192,858.98,Grocery,UPI,Mobile,Safari,UK,TRUE,1495,1,0,FALSE,FALSE,1,0,16,Sunday,1
TXN100097,01-01-2023 16:56,USR3858,MERCH215,4694.5,Fashion,Net Banking,Desktop,Unknown,USA,TRUE,1181,1,0,FALSE,FALSE,0,0,16,Sunday,1
TXN100098,01-01-2023 16:59,USR9942,MERCH168,1772.36,Electronics,Net Banking,Mobile,Chrome,India,TRUE,1380,4,1,FALSE,FALSE,0,0,16,Sunday,1
TXN100099,01-01-2023 17:03,USR2231,MERCH103,1806.26,Electronics,Net Banking,Tablet,Chrome,India,TRUE,1875,2,0,FALSE,FALSE,0,0,17,Sunday,1
TXN100100,01-01-2023 17:05,USR6089,MERCH102,4194.27,Electronics,Net Banking,Mobile,Unknown,Nigeria,TRUE,228,2,0,TRUE,FALSE,0,0,17,Sunday,1
TXN100101,01-01-2023 17:06,USR1272,MERCH262,1042.39,Grocery,Credit Card,Mobile,Chrome,Nigeria,TRUE,1694,4,2,FALSE,FALSE,3,1,17,Sunday,1
TXN100102,01-01-2023 17:29,USR5799,MERCH125,122.5,Fashion,Net Banking,Tablet,Firefox,Germany,TRUE,1888,1,2,FALSE,FALSE,4,0,17,Sunday,1
TXN100103,01-01-2023 17:35,USR7396,MERCH134,4529.93,Grocery,Credit Card,Mobile,Chrome,India,TRUE,1433,5,0,FALSE,FALSE,0,0,17,Sunday,1
TXN100104,01-01-2023 17:37,USR3898,MERCH139,4230.97,Sports,Wallet,Mobile,Edge,India,FALSE,1889,3,0,FALSE,TRUE,3,0,17,Sunday,1
TXN100105,01-01-2023 17:38,USR6111,MERCH209,1545.27,Electronics,Credit Card,Desktop,Unknown,India,FALSE,680,1,0,FALSE,FALSE,0,0,17,Sunday,1
TXN100106,01-01-2023 17:55,USR8778,MERCH157,2591.46,Fashion,Net Banking,Mobile,Chrome,Brazil,TRUE,79,1,3,FALSE,FALSE,4,0,17,Sunday,1
TXN100107,01-01-2023 18:09,USR9731,MERCH159,2506,Beauty,Net Banking,Mobile,Chrome,India,TRUE,1632,1,2,FALSE,FALSE,0,0,18,Sunday,1
TXN100108,01-01-2023 18:11,USR8167,MERCH271,1668.39,Electronics,Debit Card,Desktop,Unknown,China,TRUE,249,2,0,FALSE,FALSE,0,0,18,Sunday,1
TXN100109,01-01-2023 18:30,USR4211,MERCH112,1737.86,Electronics,Wallet,Tablet,Firefox,UK,TRUE,366,1,0,FALSE,FALSE,0,0,18,Sunday,1
TXN100110,01-01-2023 18:41,USR6860,MERCH106,417.58,Fashion,Credit Card,Mobile,Chrome,India,TRUE,1845,1,0,FALSE,FALSE,3,0,18,Sunday,1
TXN100111,01-01-2023 18:59,USR8209,MERCH292,354.6,Electronics,Credit Card,Mobile,Chrome,USA,TRUE,1250,3,0,FALSE,TRUE,0,0,18,Sunday,1
TXN100112,01-01-2023 19:02,USR4030,MERCH119,2837.71,Books,Credit Card,Mobile,Safari,Nigeria,TRUE,1850,6,0,FALSE,FALSE,0,0,19,Sunday,1
TXN100113,01-01-2023 19:09,USR4533,MERCH254,173.73,Sports,Credit Card,Mobile,Edge,India,TRUE,47,1,0,FALSE,FALSE,0,0,19,Sunday,1
TXN100114,01-01-2023 19:10,USR7726,MERCH298,209.99,Grocery,Credit Card,Mobile,Chrome,UK,FALSE,753,4,0,FALSE,FALSE,1,0,19,Sunday,1
TXN100115,01-01-2023 19:43,USR3663,MERCH285,588.57,Sports,Net Banking,Mobile,Firefox,USA,TRUE,137,2,0,FALSE,TRUE,2,0,19,Sunday,1
TXN100116,01-01-2023 20:06,USR8889,MERCH142,277.57,Sports,Net Banking,Desktop,Chrome,India,TRUE,1512,1,1,FALSE,TRUE,0,0,20,Sunday,1
TXN100117,01-01-2023 20:20,USR4723,MERCH251,206.06,Electronics,UPI,Desktop,Safari,USA,TRUE,119,1,0,FALSE,FALSE,0,0,20,Sunday,1
TXN100118,01-01-2023 20:23,USR4810,MERCH289,800.74,Sports,Debit Card,Mobile,Firefox,Nigeria,TRUE,1335,1,0,FALSE,TRUE,2,0,20,Sunday,1
TXN100119,01-01-2023 20:31,USR1776,MERCH283,50,Grocery,UPI,Mobile,Chrome,Germany,FALSE,1436,2,0,FALSE,TRUE,4,0,20,Sunday,1
TXN100120,01-01-2023 20:48,USR9217,MERCH243,871.43,Sports,UPI,Desktop,Chrome,India,TRUE,1913,3,0,FALSE,TRUE,0,0,20,Sunday,1
TXN100121,01-01-2023 20:58,USR1188,MERCH235,2426.23,Sports,Credit Card,Mobile,Firefox,USA,TRUE,1304,1,0,FALSE,FALSE,0,0,20,Sunday,1
TXN100122,01-01-2023 21:05,USR4963,MERCH110,994.83,Fashion,Debit Card,Desktop,Chrome,USA,TRUE,819,1,0,FALSE,FALSE,2,0,21,Sunday,1
TXN100123,01-01-2023 21:09,USR6010,MERCH259,366.62,Electronics,Net Banking,Mobile,Firefox,Nigeria,TRUE,761,4,0,FALSE,FALSE,0,0,21,Sunday,1
TXN100124,01-01-2023 21:09,USR6218,MERCH136,148.65,Electronics,Credit Card,Mobile,Safari,USA,TRUE,363,1,2,FALSE,FALSE,0,0,21,Sunday,1
TXN100125,01-01-2023 21:18,USR5861,MERCH241,1225.2,Fashion,Credit Card,Mobile,Safari,USA,TRUE,1508,1,0,FALSE,TRUE,0,0,21,Sunday,1
TXN100126,01-01-2023 21:21,USR6077,MERCH231,1796.77,Sports,UPI,Mobile,Chrome,Nigeria,TRUE,821,5,0,FALSE,FALSE,0,0,21,Sunday,1
TXN100127,01-01-2023 21:36,USR7500,MERCH276,1418.32,Sports,Net Banking,Desktop,Safari,Russia,TRUE,635,1,0,FALSE,FALSE,0,0,21,Sunday,1
TXN100128,01-01-2023 22:03,USR9192,MERCH133,195.63,Electronics,UPI,Tablet,Safari,USA,TRUE,1340,7,0,FALSE,FALSE,1,0,22,Sunday,1
TXN100129,01-01-2023 22:11,USR5641,MERCH109,4084.28,Grocery,Net Banking,Mobile,Edge,Brazil,TRUE,936,1,0,TRUE,FALSE,0,0,22,Sunday,1
TXN100130,01-01-2023 22:23,USR5079,MERCH110,3820.47,Fashion,Wallet,Desktop,Firefox,USA,TRUE,1443,2,0,FALSE,TRUE,0,0,22,Sunday,1
TXN100131,01-01-2023 22:31,USR3926,MERCH191,2539.3,Electronics,UPI,Mobile,Safari,India,TRUE,1499,1,0,FALSE,FALSE,0,0,22,Sunday,1
TXN100132,01-01-2023 22:43,USR2029,MERCH184,245.99,Electronics,Debit Card,Desktop,Chrome,USA,TRUE,984,1,0,TRUE,TRUE,0,0,22,Sunday,1
TXN100133,01-01-2023 22:51,USR1688,MERCH106,118.89,Fashion,Wallet,Desktop,Chrome,USA,TRUE,1078,1,0,FALSE,FALSE,0,0,22,Sunday,1
TXN100134,01-01-2023 22:53,USR6273,MERCH239,1557.47,Books,UPI,Mobile,Edge,Nigeria,FALSE,417,2,0,FALSE,FALSE,1,0,22,Sunday,1
TXN100135,01-01-2023 22:55,USR5848,MERCH190,3405.92,Fashion,Credit Card,Mobile,Firefox,Germany,TRUE,1816,2,0,FALSE,FALSE,0,0,22,Sunday,1
TXN100136,01-01-2023 23:49,USR7341,MERCH201,738.75,Grocery,UPI,Mobile,Chrome,India,TRUE,871,1,0,FALSE,FALSE,0,0,23,Sunday,1
TXN100137,01-01-2023 23:49,USR7858,MERCH257,718.11,Beauty,UPI,Mobile,Unknown,USA,TRUE,347,1,0,FALSE,FALSE,0,0,23,Sunday,1
TXN100138,02-01-2023 00:24,USR2666,MERCH123,3990,Fashion,Credit Card,Desktop,Edge,India,FALSE,1377,1,0,FALSE,FALSE,0,0,0,Monday,1
TXN100139,02-01-2023 00:27,USR8981,MERCH228,3511.37,Books,Debit Card,Tablet,Firefox,Russia,TRUE,770,4,0,TRUE,FALSE,0,0,0,Monday,1
TXN100140,02-01-2023 00:43,USR8544,MERCH212,221.17,Books,Wallet,Desktop,Chrome,India,FALSE,619,1,0,FALSE,TRUE,0,0,0,Monday,1
TXN100141,02-01-2023 00:53,USR4083,MERCH279,603.24,Fashion,Net Banking,Mobile,Chrome,India,TRUE,1885,5,1,FALSE,FALSE,0,0,0,Monday,1
TXN100142,02-01-2023 01:04,USR1937,MERCH273,665.03,Grocery,Credit Card,Mobile,Unknown,Germany,TRUE,851,1,2,FALSE,TRUE,3,1,1,Monday,1
TXN100143,02-01-2023 01:05,USR8737,MERCH194,1125.88,Fashion,Debit Card,Mobile,Safari,India,TRUE,231,2,0,FALSE,FALSE,1,0,1,Monday,1
TXN100144,02-01-2023 01:14,USR1048,MERCH294,5153.08,Fashion,UPI,Desktop,Edge,Germany,FALSE,1821,1,0,FALSE,FALSE,1,0,1,Monday,1
TXN100145,02-01-2023 01:23,USR2244,MERCH256,3717.31,Electronics,Wallet,Mobile,Unknown,UK,TRUE,1713,4,0,TRUE,FALSE,0,0,1,Monday,1
TXN100146,02-01-2023 01:26,USR9207,MERCH262,1482.6,Grocery,Net Banking,Mobile,Safari,USA,TRUE,1241,4,3,FALSE,FALSE,0,0,1,Monday,1
TXN100147,02-01-2023 01:31,USR5569,MERCH167,1555.22,Grocery,Credit Card,Desktop,Firefox,India,TRUE,1935,1,0,FALSE,FALSE,0,0,1,Monday,1
TXN100148,02-01-2023 01:33,USR7501,MERCH196,270.32,Electronics,UPI,Mobile,Chrome,USA,TRUE,213,5,1,FALSE,FALSE,0,0,1,Monday,1
TXN100149,02-01-2023 01:41,USR8305,MERCH147,110.22,Fashion,UPI,Mobile,Firefox,India,TRUE,895,1,0,FALSE,FALSE,0,0,1,Monday,1
TXN100150,02-01-2023 01:41,USR7870,MERCH206,4833.23,Sports,Debit Card,Mobile,Chrome,India,TRUE,1156,2,1,FALSE,FALSE,0,0,1,Monday,1
TXN100151,02-01-2023 01:44,USR2116,MERCH118,1257.97,Electronics,Debit Card,Mobile,Firefox,USA,TRUE,647,4,2,FALSE,TRUE,0,1,1,Monday,1
TXN100152,02-01-2023 02:02,USR8624,MERCH155,203.11,Electronics,Debit Card,Mobile,Chrome,Russia,TRUE,1198,4,0,FALSE,FALSE,0,0,2,Monday,1
